,full_text,full_text_eng,classification,classification naive bayes
1245,kpu mitra pasti logistik milu 2024 tepat waktu,KPU Mitra Sure Logistics MILU 2024 on time ,Positif,Positif
1246,masa milu tahun 2024 bagai lembaga kantor berita nasional peran penting menysampaiaikan informasi liput imbang edukasi masyarakat kena penting selengkpanya,The period of 2024 is like a national news agency the important role of the information about information on public education is important to be important ,Positif,Positif
1247,dedikasi tinggi ganjar pranowomahfud md adil bikin bangga punya pimpin kayak,High dedication Ganjar Pranowomahfud MD Adil makes you proud to have a leader ,Positif,Positif
1248,langkah proaktif kritis tingkat kualitas demokrasi partisipasi publik,Proactive Critical Step Level of Democracy Quality Public Participation ,Netral,Positif
1249,citra network nasional cnn gelar survei judul ukur preferensi publik caprescawapres jelang milu 2024,National Citra Network CNN Holds Survey Title Measuring Public Preferences Candidates for Presidential Candidates ahead of Milu 2024 ,Netral,Positif
1250,kpu ubah jadwal mungut suara arab saudi jadi tanggal 9 februari,KPU changed the Saudi Arabias voting schedule to 9 February ,Netral,Positif
1251,ekspresi penuh semangat suara partai demokrat menang milu 2024 orasi menang capres cawapres prabowo gibran no urut 2 yel yel prabowo gibran indonesia maju indonesia maju prabowo gibran prabowo gibran menang satu putar,Expression full of votes of the Democratic Party won Milu 2024 Orasi Winning Presidential Candidate Prabowo Gibran No 2 Yel Yel Prabowo Gibran Indonesia Maju Indonesia Maju Prabowo Gibran Prabowo Gibran won one turning ,Positif,Positif
1252,blt besar rp200 ribu per bulan januari hingga maret 2024 anggar rp112 triliun tengah masa ksampaianye milu 2024 nanti bakal rapel warga dapat rp600rb sekaligus februari 2024 18 juta keluarga terima manfaat kpm blt,BLT Large Rp 200 thousand per January to March 2024 fencing Rp112 trillion in the middle of the Milu period of 2024 later the residents will be Rp600 thousand at the same time February 2024 18 million families receive the benefits of KPM BLT ,Positif,Positif
1253,makassar ganjar bicara tara,Makassar Ganjar Talk Tara ,Netral,Positif
1254,bagiamana aman aman milu 2024 jangan lewat forum publik malam live stasiun tvri sulawesi utara,How safe is safe for the 2024 elections dont go through the Night Night Forum for North Sulawesi TVRI Station ,Positif,Positif
1255,jalan tuju milu manuver politik jokowi jelang coblos milu 2024,Jokowis Political Miluver Pathway Street ahead of the 2024 mile voting ,Netral,Positif
1256,selektif pilih tangkal berita palsu milu 2024,Selective Select Fake News Milu 2024 ,Negatif,Positif
1257,demokrat masalaluwaktunya pksnasdempkb partai umat jadi menang milu 2024,Democrats Masally the PKSNasDempkb of the Peoples Party won Milu 2024 ,Netral,Positif
1258,sama sama jaga kamtibmas kali kapolsek kunir iptu soegeng susanto beri bimbimngan teknis satlinmas desa jatigono kecantan kunir kait kesiap milu 2024 senin 29012024 info lengkap,the same as guard the Kamtibmas Kali Kunir Kunir Iptu Soegeng Susanto Give the Technical Bimbimnaran Satlinmas Jatigono Village Kecantan Kunir Kait KaPajak Milu 2024 Monday 29012024 Complete Info ,Positif,Positif
1259,cooling system jelang milu tahun 2024 kapolsek kunir ikan bina satlinmas lumajang jaga pelihara aman tertib lingkung perlu koordinasi komunikasi anatara satlinmas institusi polisi rangka,Cooling System ahead of Milu in 2024 Kunir Police Chief Bina Satlinmas Lumajang Bina Jaga Maintain Safe Orderly Coordination of Communication between Satlinmas Police Institutions ,Positif,Positif
1260,simulasi hitung suara kpu selenggara milu peran penting pasti lancar integritas milu tuju liput uji sistem,Simulation of KPU Calculation Calculation in the Milu Center for Important Role must be smooth integrity of the Milu on the System Test ,Positif,Positif
1261,mantap milu 2024 jamin aman damai,steady miles 2024 guarantee safe peace ,Positif,Positif
1262,milu 2024 pasti aman damai segala ancam,MILU 2024 SURE SAFE BE PEACE AVERSE ,Positif,Positif
1263,seluruh apkam komitmen aman milu 2024,All Apkam Commitment Safe Milu 2024 ,Positif,Positif
1264,siap hadap pileg 2024 golkar palangk raya optimistis raih kursi banyak,Ready to face the Pileg 2024 Golkar Palangk Raya Raya is optimistic that he will win a lot ,Positif,Positif
1265,presiden pejabat2 rezim jkw banyak miskin integritas temu tiga bakal capres presiden jokowi janji netral milu 2024,president of JKW regime officials many poor integrity of the three gathering of presidential presidential candidates Jokowi promise neutral 2024 ,Positif,Positif
1266,itu ibuibu beri kerja layak kalau ibu kerja layak sulit didik anak baik kriuuukers apa dapat,That mother gives a decent work if the work mothers deserve to be difficult for students to be good kids kriuuukers can ,Positif,Positif
1267,jusuf kalla wapres ke10 12 ri kritik proses pilih milu 2024 paling buruk panjang sejarah sorot intimidasi pasang caprescawapres tentu menurutnyaintimidasi cermin ketidakadilan milu yang turut blm pernah trjdi belum,Jusuf Kalla Vice President 10 12 RI criticism of the process of choosing miles 2024 the worst long history of the high history of intimidation pairs of presidential candidates according to him the mirror of the mirror of the mile is not yet not yet ,Negatif,Positif
1268,detik milu klu asli baik dr kemarin aza ga usah nunggu milu,MILU SECOND KLU KLU BIDR yesterday ,Netral,Positif
1269,agam satu jadi ciri khas ganjar pranowomahfud md keren banget,Agam One is the hallmark of Ganjar Pranowomahfud MD is really cool ,Positif,Positif
1270,lantik kpps milu 2024 viral hingga sebut abdi negara nyata gin gaji,Installing KPPS MILU 2024 VIRAL TO CALL ABDI COUNTRY COUNTRY GIN SALARY ,Netral,Positif
1271,mana agenda ksampaianye gibran,the name of the gibran campaign agenda ,Netral,Positif
1272,personil polsek laguboti laksana giat cooling system situasi kamtibmas jelang milu 2024 sama sama menciptidakan situasi aman kondusif,Laguboti Sector Police personnel like an active Cooling System Kamtibmas situation ahead of MILU 2024 equally created a safe situation ,Positif,Positif
1273,pokok milu 2024 hrs jurdil,Principal Milu 2024 HRS Jurdil ,Netral,Positif
1274,hai sobat kelimutu hari selasa 23 januari 2024 kapolda ntt didsampaiingi rombong kapolres sikka kapolres ende unjung tn kelimutu sela waktu kunjung kerja tinjau siap milu 2024,Hi friend Kelimutu on Tuesday 23 January 2024 NTT Regional Police Chief Didingediingi Rombong Sikka Police Chief Ende Unjung TN Kelimutu Sela Time Working Work Ready to be Ready for Milu 2024 ,Positif,Positif
1275,lawan orang baik jujur paling mudah bohong,opponents of good people honest the easiest to lie ,Positif,Positif
1276,hadeuuuhhh juga memang bukan mainsegera periksa anak2 buah tugas ksampaianye sampai selesai masalah,Hadehhhh is also not playing immediately check the subordinates of the campaign tasks until the problem is finished ,Netral,Positif
1277,mau satu putar atau putar silah aja inget aja laksana milu 2024 jujur adil bila atau bahkan banyak curang mungkin jadi gejolak pilih rasional akal sehat,want one turn or turn it on just remember like miles 2024 to be honest if or even a lot of cheating may be a turmoil of choosing rational common sense ,Positif,Positif
1278,ahy minta seluruh caleg demokrat gaspol menang milu 2024 xhv pdemokrat agusyudhoyono demokrat sama rakyat,AHY asks all Democratic candidates for Gaspol to win MILU 2024 XHV PDEMOKRATE AGUSYUDHOYONO DEMOKRATE SAME PEOPLE ,Positif,Positif
1279,demokrat sergai s14p solid menang milu 2024 dky pdemokrat agusyudhoyono demokrat sama rakyat,Democrat Sergai S14P Solid Wins Milu 2024 DKY PDEMOKRAT AGUSYUDHOYONO DEMOKRATE SAME PEOPLE ,Positif,Positif
1280,ahy minta seluruh caleg demokrat gaspol menang milu 2024 hj pdemokrat agusyudhoyono demokrat sama rakyat,AHY asked all Democratic candidates for Gaspol to win MILU 2024 HJ PDEMOKRATE AGUSYUDHOYONO DEMOKRATE SAME PEOPLE ,Positif,Positif
1281,30012024 rapat susun lapor bulan milu tahun 2024,30012024 MEETING MEETING LAPOR MONTH MILU YEAR 2024 ,Netral,Positif
1282,milu paling brutal dah ga malu jadi rezim dinasti 2024,The most brutal milu is not ashamed to be a 2024 dynasty regime ,Negatif,Positif
1283,tkn prabowogibran tegas pikir pilpres putar milu 2024,TKN Prabowogibran Firmly Thinking the Presidential Election of Milu 2024 ,Negatif,Positif
1284,prof nasih minta alumni unair jadi calon legislatif caleg milu 2024 tidak jalan korupsi bila pilih,Prof Nasih Asks Unair Alumni to be a Legislative Candidate for Milu Candidates 2024 Not Corruption if you choose ,Netral,Positif
1285,ganjar pranowomahfud md pimpin kece rakyat bikin rasa dekat harga,Ganjar Pranowomahfud MD leads to the people to make a feeling close to the price ,Netral,Positif
1286,ketua komisi i dpr ri dsampaiingi presiden jokowi resamaikan graha utama akademi militer magelang,Chairman of the House of Representatives Commission I DSAIRingi President Jokowi reconciles Graha Utama Magelang Military Academy ,Negatif,Positif
1287,ahy minta seluruh caleg demokrat gaspol menang milu 2024 ndg agusyudhoyono pdemokrat demokrat sama rakyat,AHY asks all Democratic candidates for Gaspol to win MILU 2024 NDG Agusyudhoyono PDEMOKRAT DEMOKRATE SAME PEOPLE ,Positif,Positif
1288,jemput arang surat suara milu tahun 2024 kip provinsi aceh selasa 30012024,pick up the charcoal ballot mile in 2024 KIP Aceh Province Tuesday 30012024 ,Netral,Positif
1289,sambut milu 2024 pasti integritas netralitas pegawai kepala lpka tunjuk satgas netralitas asn ppnpn baca lengkap,Welcome MILU 2024 Certainly the integrity of the neutrality of the Head of the Head of LPKA to show the Task Force Neutrality ASN PPnPN Complete Read ,Positif,Positif
1290,hadir raya natal nasional partai demokrat ahy ajak seluruh pihak jaga damai tuju milu 2024 se pdemokrat agusyudhoyono demokrat sama rakyat,At attendance of Democratic Partys National Christmas AHY invited all parties to be peaceful in the 2024 PDEMOKRATA AGUSYUDHOYONO Democratic Democrats and the people ,Positif,Positif
1291,medan biru ahy minta seluruh caleg demokrat gaspol menang milu 2024 s pdemokrat agusyudhoyono demokrat sama rakyat,Medan Biru AHY asked all Democratic candidates for Gaspol to win MILU 2024 S PDEMOKRATE AGUSYUDHOYONO DEMOKRATE SAME PEOPLE ,Positif,Positif
1292,gubernur ansar ajak masyarakat mantang sukses milu 2024 progrsampairogram dissampaiaikan,Governor Ansar invited the Mantang Successful Community of Milu 2024 Programmograms to be SCHOOL ,Positif,Positif
1293,himbauan masyarakat menciptidakan milu tahun 2024 aman damai,The appeal of the community to create MILU in 2024 Safe Peace ,Positif,Positif
1294,ahy minta seluruh caleg demokrat gaspol menang milu 2024 cfw pdemokrat agusyudhoyono demokrat sama rakyat,AHY asks all Democratic candidates for Gaspol to win MILU 2024 CFW PDEMOKRATE AGUSYUDHOYONO DEMOKRATE SAME PEOPLE ,Positif,Positif
1295,lika liku istri isilop buka 2024 sambut tugas milu,LIKA LIKU WIFE ISILOP OPEN 2024 WELCOME MILU TASK ,Positif,Positif
1296,demokrat sergai s14p solid menang milu 2024 ht agusyudhoyono pdemokrat demokrat sama rakyat,Democrat Sergai S14P Solid Wins Milu 2024 HT Agusyudhoyono PDEMOKRAT DEMOKRATE SAME PEOPLE ,Positif,Positif
1297,anggota kpps dapat uang besar rp150000 per orang,KPPS members get a large amount of Rp 150000 per person ,Positif,Positif
1298,laksana patroli rutin kasat samapta himbau masyarakat jaga kamtibmas jelang milu 2024,Like the routine patrol of Kasat Samapta urged the community to guard Kamtibmas ahead of MILU 2024 ,Netral,Positif
1299,milu tahun 2024 antara peran menysampaiaikan informasi liput imbang edukasi masyarakat kena penting partisipasi proses demokrasi,MILU in 2024 Between the role of presenting information on public education draws it is important to participate in the democratic process ,Positif,Positif
1300,masa milu thn 2024 sbg lembaga kantor berita nasional peran penting dlm menysampaiaikan informasi liput imbang edukasi msy kena penting partisipasi dlm proses demokrasi menciptidakan suasana kondusif aman jelang masa milu,MILU IN 2024 as a National News Agency Institution an important role in presenting information on MSY education draws is important to participate in the democratic process creates a conducive atmosphere of security ahead ,Positif,Positif
1301,bamsoet minta pakai knalpot brong cegah tawur jelang milu 2024,Bamsoet Asks to Use Brongs Muffler Prevent Tawur Ahead of MILU 2024 ,Netral,Positif
1302,ganjar pranowomahfud md bapak keren punya visi jelas jadi pilih keren buat,Ganjar Pranowomahfud MD Cool have a clear vision so you choose cool for ,Positif,Positif
1303,aiptu mulyato bhabinkamtibmas desa suka manah laksana kunjung masjid jam al muslimin laksana suling subuh keliling serap keluh warga cipta cooling sistem dingin suasana jelang milu 2024 desa sukamanah,Aiptu Mulyato Bhabinkamtibmas Suka Manah Village Like Visiting Al Muslimin Mosque like Fajr Fajr Suling Arriving Complaints Residents Cipta Cooling Cool System Ahead of MILU 2024 Sukamanah Village ,Positif,Positif
1304,bukan hari jadwal rincian gaji panitia milu mulai ppk hingga kpps milu 2024,Not Day Schedule Details of the Milu Committee Salary From PPK to KPPS MILU 2024 ,Netral,Positif
1305,menteri komunikasi informatika budi arie setiadi ajak seluruh elemen masyarakat tanam nilai luhur bangsa cegah sebar informasi hoaks fitnah ujar benci lama selenggara milu 2024,Minister of Informatics Communication Budi Arie Setiadi invited all elements of the nations noble value of the nation to prevent the Hoaks of Fitnah Hoaks ,Positif,Positif
1306,gaji hingga 12 juta 2024 ini rincian tugas tugas kpps milu tanggal 14 februari,Salary up to 12 million 2024 is the details of the task of the task of the Milu KPPS on February 14 ,Netral,Positif
1307,bhabinkamtibmas kelcibaduyut kidul aipda cucu sumirat giat sambang door to door sytem bapak ayi ketua rt02 rw03 gg kopsi rangka quick wins polri presisi beri himbawa jelang milu damai 2024 polri,Bhabinkamtibmas Kelcibaduyut Kidul Aipda Cucu Sumirat Sambang Sambang Door To Door System Mr Ayi Chairman RT02 RW03 Gg Kopsi Quick Wins Polri Precision Give Ahead of Milu Damai 2024 Polri ,Positif,Positif
1308,forkopimda kepri gelar rapat siap milu 2024,Forkopimda Kepri Holds Meeting Ready to 2024 ,Positif,Positif
1309,mantap pilih paslon nomor 3 h ganjar pranowo sh mip prof dr h m mahfud md sh su mip,great select candidate pair number 3 h ganjar pranowo sh mip dr h mahfud md su su mip ,Positif,Positif
1310,awal milu 2024 condong prabowo begitu cawapresnya gibran hati langsung tolak akhir condong paslon 03,Early MILU 2024 Condong Prabowo As soon as his running mate Gibran liver immediately rejected the end of the leaning paslon 03 ,Positif,Positif
1311,milu 2024 mungkin ada hari besar baru hari gugur nasional hari tertawa nasional tambah deh hari libur nasional peace canda,MILU 2024 Maybe there is a new day of national deciduous day of national laughing day plus national holidays Peace jokes ,Positif,Positif
1312,dandim 1615lotim tekan netralitas tni milu 2024,Dandim 1615lotim Press Neutrality of the TNI MILU 2024 ,Netral,Positif
1313,hai teman pilih semua yuk saksi live streaming simulasi mantap mungut hitung suara guna sirekap milu serentidak 2024 tempat desa grogolpenatus camat tanah,Hi friends choose all the Witnesses Live Streaming Simulation Steady Simulation Calculates Voice for Sirekap Milu Serent No 2024 Place of Grogolpenatus Village Sub District Head of Tanah ,Positif,Positif
1314,waktu tinggal 14 hari tuju hari mungut suara 14 februari 2024 pasti daftar jadi pilih milu tahun 2024 cek lalu ayo tapis guna hak pilih pada tanggal 14 februari 2024,Time to stay 14 days after the day of voting day February 14 2024 will definitely be a list so select MILU in 2024 Check then lets Tapis for the right to vote on February 14 2024 ,Positif,Positif
1315,sdh skenario sistematis pertama jadi prabowo sbg menhan tidak lupa ikat ketua yudikatif adik itu br mulus gibran sbg cawapres tidak lupa rapel bansos 3 bulan masa milu langkah akhir kl ssampaiai 2 putar mk turun gunung,The first systematic scenario to be Prabowo as a Defense Minister did not forget to tie the chairman of the youth the younger brother was smooth as a vice presidential candidate not forgetting the rapel of the social assistance 3 months the final step was the first step of the 2 mountains ,Positif,Positif
1316,laksana simulasi tapis 24 desa kab garut umum laksana simulasi jalan lancar,like a simulation of Tapis 24 Village Garut Kab Public like a smooth road simulation ,Positif,Positif
1317,kpu kota diri simulasi pematapan mungut hitung suara milu 2024,KPU City of Personal Simulation Calculation Calculation of Milu Voice 2024 ,Netral,Positif
1318,kok coblos milu 2024 luar kota begini syarat prosedur simak,how come the 2024 milling miles out of town are the terms of procedure to see ,Netral,Positif
1319,jelang milu 2024 lindung ham jadi makin penting komitmen calon pimpin negara hormat penuh lindung ham perlu baik situasi ham besok simak konpers sini,Ahead of MILU 2024 Human Rights Protectors are increasingly important the commitment of candidates for the leadership of respectful states of human rights needs to be good for human rights tomorrow consider Konpers here ,Positif,Positif
1320,ramai tren lantik kpps kini tara abdi negara lain yuk cek besar gaji kpps,Crowded Trends in Inauguration of KPPS Now Tara Abdi Other Countries Lets Check a large salary of KPPS ,Positif,Positif
1321,ganjar pranowomahfud md pilih pimpin kece tawar solusi nyata buat masalah bangsa,Ganjar Pranowomahfud MD Choose Leads to Tawar Real Solution for the Nations Problems ,Positif,Positif
1322,sama 1 kurang afdhal kalo ga nyoblos 02 prabowo subianto gibran rakabuming raka capres cawapresnya,the same 1 is less afdhal if not voting 02 Prabowo Subianto Gibran Rakabuming Raka Raka Candidates for the Vice President ,Negatif,Positif
1323,sis bro ga asa tinggal 15 hari tuju milu 2024 mimin cuman mau ngingetin jangan lupa tanggal 14 february tapis nyoblos partai ada mawar nya no urut 15,Sis bro I dont have to stay 15 days ,Netral,Positif
1324,aiptu basuki rochmat bhabinkamtibmas dssuka rukun polsek sukatani laksana giat sholat jamaah masjid baitul mumin desa suka rukun kec sukatani selasa30 januari 2024 lalu shubuh keliling ciptidakan situasi kamtibmas sejuk aman jelang milu 2024,Aiptu Basuki Rochmat Bhabinkamtibmas Dssuka Rukun Sukatani Police Station like the Prayer of the Baitul Mumin Mosque Prayer Village Suka Rukun Sukatani Kec Tuesday 30 January 2024 Then Fajr Around Ciptidakan Kamtibmas Situation Cool Affairs Ahead of MILU 2024 ,Positif,Positif
1325,alhamdulillah puji tuhan angka 507 gambar prabowogibran menang milu 2024 tetap semangat kawankawan juang usai optimis pbowogbran pakbowopertama dunia,Alhamdulillah Praise God Number 507 Prabowogibran Picture Winning Milu 2024 Keep the Spirit of Fighting Friends After Optimistic Pbowogbran Pakbowopertama World ,Positif,Positif
1326,cara cek daftar pilih tetap milu 2024 online,how to check the permanent voter list of 2024 online elections ,Netral,Positif
1327,polda metro jaya sebut 53 tapis milu 2024 masuk kategori sangat rawan wilayah hukum,Polda Metro Jaya Called 53 Tapis Milu 2024 in the Category of Very Very Prone to the Legal Area ,Positif,Positif
1328,harus politik olahraga dipisahjangan kait milu 2024,must be sports politics to be separated from the 2024 hooks ,Netral,Positif
1329,minggu jelang hari coblos elektabilitas prabowogibran melsampaiaui 50 persen temu hasil riset baru lsi denny ja kali hasil survei simulasi kertas suara milu pilpres akhir januari 2024 prabowogibran ada posisi atas,Sunday before the Prabowogibran electability voting day to the 50 percent meeting of the new research results of LSI Denny Ja times the results of the milling papers simulation survey of the Presidential Election at the end of January 2024 Prabowogibran there is a top position ,Positif,Positif
1330,dekat momemtum coblos komisi pilih umum kpu kota diri rajin gelar simulasi mungut hitung suara milu 2024,Near Momemtum Coblos Commission Commission General KPU Self City Diligently Holds Simulation Minkung Calculation of Milu 2024 ,Positif,Positif
1331,dasar pasal 2 uu nomor 5 tahun 2014 pegawai asn patuh asas netralitas tidak pihak segala bentuk pengaruh mana tidak pihak penting tentu karena mari jaga netralitas selenggara negara milu 2024,Basic Article 2 of Law Number 5 of 2014 ASN Employees Comply with the principle of neutrality not the party of all forms of influence which is not an important party of course because lets maintain neutrality as corporates as a state of 2024 ,Positif,Positif
1332,ganjar pranowomahfud md idola masa depan bawa suasana pimpin keren santai,Ganjar Pranowomahfud MD Future Idol Brings a Cool Cool Leading atmosphere ,Positif,Positif
1333,pasang amin bakal rangkul semua pihak menang milu 2024,Translatedsrcms desten textInstall Amin will be able to raise all parties to win 2024 ,Positif,Positif
1334,apa laku awal milu 2024 sesuai semangat jujur adil simak wawancara eddy wijaya sama erry riyana program edshareon eddy sharing and discussion rabu 31 januari 2024 pukul 1800 wib channel youtube edshareon,what is the initial mile of 2024 according to the honest spirit of Adil see Eddy Wijayas interview with Erry Riyana Eddyaon Program Eddy Sharing and Discussion Wednesday 31 January 2024 at 1800 WIB channel youtube edshareon ,Positif,Positif
1335,mesakno mas sweater merah jadi pion politik sehat sehat selalu mas,Mesakno Mas Red Sweater So Healthy Healthy Political Pioness Always Mas ,Positif,Positif
1336,kalian gimana soal buzzer politik perilaku milu pilpres 2024 ikan dapat yaa,What about you guys about the political buzzer of the 2024 fish presidential election behavior ,Netral,Positif
1337,hai senin 29 januari 2024 tempat aula kantorbawaslusubang jajar tindak pidana umum hadir undang rapat senantia tidakkumdu tahap ksampaianye tema fasilitas senantia tidakkumdu tahap ksampaianye milu 2024 hadir,Hi Monday 29 January 2024 Place of the Office of the Office of the Jajar Pubang General Crimes the Senantia Meeting of the Senantia Meeting the Senantia Facility Theme the Senantia Facility the Senantia Stage ,Positif,Positif
1338,giat simulasi mungut tungsura milu 2024 untung meminimalisir dsampaiakdsampaiak gagal milu awal simulasi di tapis,Enterprising Simulation of Mukung Tungsura Milu 2024 Untung minimizing it to the end of the sacrifice until the first milling failed simulation in the Tapis ,Negatif,Positif
1339,diskursus kena buzzer politik warna milu pilpres 2024 tahun 2023 lalu politis pdip deddy sitorus sempat sebut aktor politik buzzer besar pks ihwal langsung ban parpol besut ahmad syaikhu,discourse hit by the political buzzer of the 2024 presidential election in 2023 then politically PDIP Deddy Sitorus had called the PKS Big Buzzer Political Actor directly about the Besut Ahmad Syaikhu political party tires directly ,Positif,Positif
1340,jangan golong putih milu 2024,Translatedsrcsu desten textTake a white pile up of 2024 ,Netral,Positif
1341,sinergitas 3 pilar muspika kec bayur laksana kordinasi kait aman milu tahun 2024 lokasi mako polsek bayur kel kertasari kec bayur selasa30012024,Synergy 3 Pillars of Muspika Kec Bayur like Coordination of Safe Milu Hooks in 2024 Location of Mako Bayur Kel Kel Kertasari Kec Bayur Tuesday 30012024 ,Positif,Positif
1342,sosialisasi haritanggal mungut suara jenis surat suara milu 2024,Translatedsrcsu desten textSocialization of Hariterizes Click Voice of 724 ,Netral,Positif
1343,ganjar pranowomahfud md bapak kece ada hati gen z bikin bangga,Ganjar Pranowomahfud md sir there is a heart of gen z making proud ,Positif,Positif
1344,polda kepri kerah banyak 3747 personel aman milu 2024,Polda Riau Islands Many 3747 Safe Milu 2024 personnel ,Positif,Positif
1345,jelang milu 2024 personel polres bangka laku periksa sehat,Ahead of MILU 2024 BANGKA POLICE POLICE PERSONNEL ,Netral,Positif
1346,umum laksana simulasi jalan lancar,general like a smooth road simulation ,Positif,Positif
1347,kalau tulus mau bantu rakyat kasih rame milu yuk sila rakyat bebas pilih akal sehat nurani bersih,If you are sincere you want to help the people give you a lot of people lets precepts the people free to choose a clean conscience ,Positif,Positif
1348,ikut 5 partai politik caleg eks napi banyak milu 2024 1 9 orang 2 7 3 6 4 hanura 6 5 5 sumber,Participate in 5 Political Parties for Ex Prisoners Candidates Many Milu 2024 1 9 People 2 7 3 6 4 Hanura 6 5 5 Sources ,Positif,Positif
1349,mem pilih jangan ssampaiai salah pilih,Meme Choose Dont Select the wrong ,Negatif,Positif
1350,makassar sulawesi selatan siap terjun temu rakyat juang keras menang capres cawapres 03 ganjar pranowo mahfud md milu 2024,Makassar South Sulawesi is ready to plunge for the Fighting Peoples Fighting Winning to Win the Vice Presidential Candidate 03 Ganjar Pranowo Mahfud MD MILU 2024 ,Positif,Positif
1351,dandim 1415selayar letkol inf nanang agung wibowo ikut giat focus group discussion fgd rangka kesiap distribusi logistik milu 2024 aula serba mapolres pulau layar jlrw monginsidi kel benteng kec benteng kab kepu layar selasa 30124,Dandim 1415Senday Lieutenant Colonel Inf Nanang Agung Wibowo joined the Focus Group Discussion FGD Framework Framework of Logistics Distribution MILU 2024 Mapolres Hall of the Mapolres Island Layar Jlrw Monginsidi Kel Benteng Kepu Regency Tuesday 30124 ,Netral,Positif
1352,polresta malang kota sosialisasi terus ajak warga datang tapis jelang milu 2024,Malang City Police Socialization continues to invite residents to come a tapis ahead of MILU 2024 ,Netral,Positif
1353,semangat salam m3tal menciptidakan bulat tekad menang pasang ganjarmahfud milu 2024 sama ganjar sejahtera,Translatedsrcms desten textThe spirit of greetings m3tal creates a round determination winning the Tujarmahfud Milu 2024 ,Positif,Positif
1354,giat simulasi mungut tungsura milu 2024,Translatedsrcsu desten textViat simulation of tungsura title title 2024 ,Netral,Positif
1355,selamat atas lantik ambil sumpah janji ganti antar waktu pkd segodorejo 29 januari 2024 moga amanah kamban tugas,Congratulations on Installing to take an oath of the promise of changing between PKD Segodorejo time January 29 2024 Moga Amanah Kamban Task ,Netral,Positif
1356,ganjar pranowomahfud md pimpin kece punya komitmen nyata ikan harap baru buat indonesia,Ganjar Pranowomahfud MD Lead Kece has a real commitment to fish hope for Indonesia ,Positif,Positif
1357,jumlah awas tapis jakarta undur diri bawaslu dki nilai faktor upah jadi alas masyarakat mundur awas tapis milu 2024,the number of alert to the tapis jakarta resign Bawaslu dki value of wage factors to be the base of the community withdraw alert tapis mile 2024 ,Negatif,Positif
1358,polda aceh kerah 1408 personel aman tapis,Aceh Polda Cylter 1408 Personnel Safe Tapis ,Positif,Positif
1359,anggota bktm madurejo polsek prambanan sleman aiptu parwanto laksana sambang pantau kalurahan madurejo giat salur baksos bantu pangan cadang beras perintah warga madurejo prambanan sleman selasa 30012024 sama kawal milu,Madurejo BKTM Member Prambanan Sleman Police Station Aiptu Parwanto Laksana Sambang Monitoring Madurejo Village Salur Salur Baksos Assist Assisting Rice Parts Order Madurejo residents Prambanan Sleman Tuesday 30012024 SAME Kawal MILU ,Netral,Positif
1360,diri posko netralitas tnipolri milu 2024 datang posko polrestabes semarang sidak kabidhumas polda jateng jelang milu 2024 polda jateng kerja sama kodam ivdiponegoro canang inisiatif strategis diri posko netralitas tnipolri,Self Self Post Neutrality Tnipolri Milu 2024 Comes the Semarang Polrestabes Post Sidak Sidak Head of Central Java Regional Police ahead ,Netral,Positif
1361,bhabinkamtibmas kelcibaduyut kidul aipda cucu sumirat giat sambang door to door sytem bapak om sdr den warga rt02 rw03 gg kopsi rangka quick wins polri presisi beri himbauan jelang milu damai 2024,Bhabinkamtibmas Kelcibaduyut Kidul Aipda Cucu Sumirat Sambang Sambang Door To Door System Mr Om Den Den Citizens ,Netral,Positif
1362,coba orang galau milih siapa soal kredibilitas akurat guys,Try to be upset who chooses who is about accurate credibility guys ,Positif,Positif
1363,kpid pwi peran cerdas pilih tangkal hoaks milu 2024,KPID PWI Smart Role Choose Tangkal Hoaks Milu 2024 ,Positif,Positif
1364,warga kawanua jakarta timur kompak pilih sondang tsampaiubolon,Residents of Kawanua East Jakarta Compact Choosing Sondang Tsampaiubolon ,Netral,Positif
1365,kpu dki jakarta gelar simulasi mungut hitung suara beber detail bagaimana layan tapis,DKI Jakarta KPU Holds Simulation Minkal Calculation of Suara Detailed Details ,Positif,Positif
1366,blakblakan fahri hamzah sebut anies baswedan cak imin bakal jadi sangka usai pilpres,Blakblakan Fahri Hamzah Call Anies Baswedan Cak Imin will be thought after the presidential election ,Netral,Positif
1367,ganjar pranowomahfud md pimpin kece inklusif bikin rasa wakil baik,Ganjar Pranowomahfud MD leads to inclusive kece makes a good representative ,Positif,Positif
1368,presiden joko widodo resamai menyatidakan jabat publik presiden menteri berksampaianye pihak milu 2024,President Joko Widodo officially stated that the Presidents Public Officials of the Ministers campaign for MILU 2024 ,Netral,Positif
1369,cooling system jelang milu tahun 2024 kapolsek kunir ikan bina satlinmas info lengkap,Cooling System ahead of Milu in 2024 Kunir Kunir Bina Satlinmas Kapir Police Chief Complete Info ,Positif,Positif
1370,tahu jokowi makan bakso prabowo gibran muter terus,Know Jokowi ate Prabowo Gibrans meatballs continue to turn around ,Netral,Positif
1371,patroli dialogis cooling system jelang milu 2024,Patrol Dialogical Cooling System ahead of MILU 2024 ,Netral,Positif
1372,masa milu tahun 2024 bagai lembaga kantor berita nasional peran penting menysampaiaikan informasi liput imbang edukasi masyarakat kena penting partisipasi proses demokrasi menciptidakan suasana kondusif,The period of the 2024 Milu as a National News Agency Institution The important role in presenting information on public education draws is important to participate in the democratic process created a conducive atmosphere ,Positif,Positif
